,X1,X2
D178-trn.arff,-0.4089678463286051,0.046560638778151114
D285-trn.arff,0.23806294564411903,0.023286145097003812
D284-trn.arff,0.29544475655008595,0.09377071434922479
D217-trn.arff,-0.25264428342363493,0.4444648580014187
D216-trn.arff,-0.2552684126398652,0.46889513725725296
D260-trn.arff,-0.08812492050111087,0.43762047508030566
D261-trn.arff,-0.19809349031944568,0.4107905807399123
D147-trn.arff,-0.19327252774487805,-0.1530852881297333
D32-trn.arff,-0.3115954997244818,-0.2129706972464304
D33-trn.arff,-0.3089457157635304,-0.20340918137616726
D146-trn.arff,-0.3297521793249743,-0.1348184322989812
D229-trn.arff,-0.07378807417470168,0.3595635754873869
D228-trn.arff,-0.08838991961622335,0.3012862915489324
D58-trn.arff,-0.3598185591947542,-0.15909255779338186
D59-trn.arff,-0.3554888054838633,-0.1775914977889858
D243-trn.arff,0.1788010368664705,-0.02891358926153721
D242-trn.arff,0.1914716790695997,0.003557122700315593
D298-trn.arff,0.06376049790406702,-0.23724968498554552
D299-trn.arff,-0.20864027886429382,-0.24473326241709192
D164-trn.arff,0.38758672625326435,0.019495216534070426
D11-trn.arff,-0.25435245974292475,-0.23475203792482505
D10-trn.arff,-0.26880791936552395,-0.23691078254535367
D165-trn.arff,0.11234560535718481,-0.030255436463257433
D82-trn.arff,0.25722425737530435,-0.08796973558824368
D66-trn.arff,-0.2978722682487898,-0.19467680154990022
D113-trn.arff,-0.19771481368268265,-0.12762317275336962
D112-trn.arff,-0.02213974069199775,-0.1344561525897356
D67-trn.arff,-0.28872463769572837,-0.18346908523524602
D181-trn.arff,-0.4154400099700355,0.011441004216498638
D180-trn.arff,-0.4239269323425071,0.06241175610255667
D234-trn.arff,0.17981611715485718,0.28056503616822587
D235-trn.arff,0.2761454155475981,0.2679273524377369
D200-trn.arff,-0.1793622784265652,-0.010750799942703277
D201-trn.arff,0.3330022122563553,0.1390404575478296
D89-trn.arff,0.219151206100966,-0.1389206211094756
D88-trn.arff,0.25067307116701504,-0.0833159576809707
D292-trn.arff,-0.16125998676058914,0.4396769456844082
D293-trn.arff,-0.16750526551915676,0.47077739380861866
D249-trn.arff,0.29556359561207945,0.051181424088314234
D248-trn.arff,0.3210246488439241,0.09368556594023038
D127-trn.arff,0.22244148959666196,-0.09307832108751375
D126-trn.arff,0.22455075990782802,-0.11754124469598665
D53-trn.arff,0.25636696889014515,-0.12337892019387857
D150-trn.arff,-0.11174969679229543,-0.07791143770826701
D25-trn.arff,0.20002755064327754,-0.17068344461034549
D24-trn.arff,0.18192182454947772,-0.15297218864084305
D151-trn.arff,-0.1991175312472177,-0.1478147516420736
D277-trn.arff,0.11188713472389626,0.01142226597624616
D276-trn.arff,0.09282298061752496,0.10315774463505076
D119-trn.arff,0.21981701403973353,-0.018742339832402945
D118-trn.arff,0.1177169737285593,-0.14962730008080716
D244-trn.arff,0.3539682151131512,0.1021620575697585
D245-trn.arff,0.2748694381604846,0.1097963350391451
D84-trn.arff,0.0989256396043705,-0.17088596740239154
D85-trn.arff,0.14510022871476144,-0.18013356596884944
D16-trn.arff,-0.2301775885395776,-0.19902408560254367
D163-trn.arff,0.3342788387646885,0.024238979209528895
D162-trn.arff,0.3413713964094234,0.0340807695249955
D17-trn.arff,-0.14823979871056908,-0.20831473791431993
D186-trn.arff,-0.10724064385251655,0.2601932303732826
D187-trn.arff,-0.060347783406504804,0.2402601674628085
D114-trn.arff,0.07887928967387942,-0.13686780981592667
D61-trn.arff,-0.3626566089966971,-0.15814904474217212
D60-trn.arff,-0.3916057397590045,-0.1290833571596081
D115-trn.arff,-0.004632960810731309,-0.1361759114886414
D233-trn.arff,1.4349223556711272e-05,0.3447523678386499
D232-trn.arff,0.2683751365959909,0.24363633153090947
D28-trn.arff,0.13270589136858837,-0.21637509847427047
D29-trn.arff,0.21725250458121953,-0.17187625981257357
D169-trn.arff,0.3352706285764256,-0.027497655636854596
D168-trn.arff,0.3120817416134401,-0.06429359202509455
D295-trn.arff,-0.16605328620603993,0.47471786201448585
D294-trn.arff,-0.1537406269868856,0.44351714008299187
D207-trn.arff,0.30239284663671434,0.023347588467604753
D206-trn.arff,0.36386554133659116,0.07703157029006787
D120-trn.arff,0.3217550973678327,-0.032807622276758416
D55-trn.arff,0.2894869005214094,-0.13627175306184208
D54-trn.arff,0.28459743564515516,-0.11905930573072486
D121-trn.arff,0.2444925161130387,-0.044612851911109294
D22-trn.arff,0.14441305310526112,-0.21139309675451745
D157-trn.arff,0.03564735086440681,-0.11236488744012572
D156-trn.arff,-0.03756806494124291,-0.09072937294624646
D23-trn.arff,0.060338111446957526,-0.21290368960322245
D239-trn.arff,0.34169746497931297,0.17382086699312305
D238-trn.arff,0.3556923455403492,0.1798147860899823
D270-trn.arff,-0.12068065457522563,0.03845401291487182
D271-trn.arff,0.24643122874469708,0.12206588164769704
D288-trn.arff,-0.21445142003911352,-0.24713709872297113
D289-trn.arff,-0.2178123235467802,-0.21988300008973446
D174-trn.arff,0.21676174108150306,-0.07389019263022821
D93-trn.arff,-0.44628427647418667,-0.06437370984418238
D92-trn.arff,-0.4024022607679104,-0.11206024647792788
D48-trn.arff,-0.006566943857885805,-0.1897177685754977
D49-trn.arff,0.12602590976828393,-0.1909224619828284
D253-trn.arff,-0.25245583384919734,0.5046977062558612
D252-trn.arff,-0.27061768463929675,0.47203935154806936
D8-trn.arff,-0.24302159822411848,-0.22315109200583236
D9-trn.arff,-0.24818919529515884,-0.23132764967379899
D224-trn.arff,-0.22951284154554166,0.4096494073531048
D225-trn.arff,-0.1412903885153818,0.3553179490030084
D103-trn.arff,-0.35403515794489226,-0.12916974588576668
D76-trn.arff,-0.14752003018756998,-0.20838476652566149
D102-trn.arff,-0.30207172038066865,-0.16748050580500828
D191-trn.arff,-0.1198889197408865,0.26248707106443425
D190-trn.arff,-0.3284828604857717,-0.0038784504591249046
D2-trn.arff,0.19075186981518252,-0.18549655442005403
D3-trn.arff,0.1328765271708143,-0.22808307525786364
D259-trn.arff,-0.2506721976839161,0.447174237303986
D258-trn.arff,-0.20820757959291838,0.4853310469130315
D137-trn.arff,-0.39993662947971886,-0.013889876958641436
D42-trn.arff,-0.21827340594892902,-0.18892868716321623
D43-trn.arff,-0.23119761057248164,-0.1930995127909692
D136-trn.arff,-0.4059043092172552,0.03108041462387088
D210-trn.arff,0.18112839094718836,-0.0631504612950195
D211-trn.arff,0.26982273580640903,0.04848384794057111
D99-trn.arff,-0.34498994764085056,-0.14921482121480625
D98-trn.arff,-0.35167305417014477,-0.15038521353543532
D282-trn.arff,0.2960930774754304,0.09437136031006167
D283-trn.arff,0.29615073613421233,0.09251523675815289
D267-trn.arff,0.2742877360825687,0.3014543364673033
D266-trn.arff,0.29543927991005536,0.2705327373585613
D109-trn.arff,-0.2700731504490597,-0.17763008889209658
D108-trn.arff,-0.27419257000143576,-0.17855415392820098
D35-trn.arff,-0.2211393787079411,-0.17724693428089092
D140-trn.arff,-0.37079309081465855,-0.09694881431928397
D141-trn.arff,-0.3605595498185972,-0.14730565890308786
D34-trn.arff,-0.24226752032335275,-0.18868402592255107
D203-trn.arff,0.35609439347149174,0.1205152807373592
D202-trn.arff,0.38275769559218475,0.09628964925585862
D291-trn.arff,-0.21502634301640244,-0.2253078880094605
D290-trn.arff,-0.2141912867533267,-0.2285636102758833
D18-trn.arff,-0.2208322347644365,-0.211530827083945
D19-trn.arff,-0.22395941110946652,-0.20266765281727253
D51-trn.arff,0.04552725441277876,-0.19610072271959614
D124-trn.arff,0.20132223174156214,-0.08290289443384773
D50-trn.arff,0.16509061785801118,-0.11398170209099687
D153-trn.arff,0.050097514603341,-0.08280359586807455
D26-trn.arff,0.10704715735816371,-0.20277568939590038
D27-trn.arff,0.08524903768552508,-0.2219631805981108
D152-trn.arff,-0.11657469020612783,-0.08687729039552279
D188-trn.arff,-0.3903420803999214,-0.10499369350391123
D189-trn.arff,-0.20449165411239464,0.0006500174291059879
D274-trn.arff,0.09161989385572689,0.10286637764726629
D275-trn.arff,0.08855695846465604,0.0949613453176989
D240-trn.arff,0.31583735180453865,0.18143047497860648
D241-trn.arff,0.11162482683468251,0.013087943392266502
D167-trn.arff,0.2976101856090936,-0.028851553048753482
D12-trn.arff,-0.15979127196902643,-0.21107842361675544
D300-trn.arff,0.06534106817410952,-0.23017989342402698
D13-trn.arff,-0.24092021072902742,-0.19230378840530823
D209-trn.arff,-0.14563304722904175,0.016280856659067647
D208-trn.arff,0.1034197319791029,-0.06822110813678038
D80-trn.arff,-0.175987083935318,-0.16423537734065086
D81-trn.arff,0.09788865887474545,-0.08572149434729921
D65-trn.arff,-0.3459421870197094,-0.1400149234140738
D110-trn.arff,0.04717422034957759,-0.02886366292125802
D111-trn.arff,-0.26722414900409563,-0.17980509339352327
D64-trn.arff,-0.3021116117504722,-0.14159273521233162
D182-trn.arff,-0.38264920933756486,-0.030394775295205772
D183-trn.arff,-0.19876125321597826,0.2837683336923963
D159-trn.arff,0.073685702528162,-0.11582190958369806
D158-trn.arff,0.1612363805808116,-0.008425323023929773
D237-trn.arff,0.29182668856931665,0.18068121624309255
D236-trn.arff,0.2816078098755308,0.22304917303956334
D46-trn.arff,-0.23225046602988084,-0.20501480719687537
D133-trn.arff,-0.42515313140626354,0.03583802422930442
D132-trn.arff,-0.40655376541226507,-0.02664656058084506
D47-trn.arff,0.09362511393033039,-0.1510738219423329
D6-trn.arff,-0.25477503012847635,-0.23390261194134876
D7-trn.arff,-0.25264275152053517,-0.2213913674553805
D286-trn.arff,0.2939184044815519,0.09181484878389005
D287-trn.arff,-0.21919157988668145,-0.22444764545077614
D214-trn.arff,0.24238362625328166,-0.050841807298252724
D215-trn.arff,0.2198882942661696,-0.05387206111005817
D78-trn.arff,0.04713528642849332,-0.1769236178314125
D79-trn.arff,0.13226450292356498,-0.08600770641290865
D263-trn.arff,0.19659462956843415,0.3141633325873142
D262-trn.arff,-0.12242715152587068,0.39969973521233987
D144-trn.arff,-0.35258870744886434,-0.07511594023526275
D30-trn.arff,0.22907840847172822,-0.178726143472214
D145-trn.arff,-0.307069454474408,-0.04825502209332778
D97-trn.arff,-0.35095185134626405,-0.10749586626598721
D96-trn.arff,-0.43759115512171237,-0.060784879149267036
D170-trn.arff,0.2874052022646786,-0.03431337174760932
D171-trn.arff,0.3498297531687074,-0.021411759855851403
D257-trn.arff,-0.2409144763620816,0.44685674969774924
D256-trn.arff,-0.28807210811229284,0.4881956420336156
D139-trn.arff,-0.3770129594012106,-0.09632762198875275
D138-trn.arff,-0.376623082375432,-0.09044162875765636
D220-trn.arff,-0.33138711470255416,0.5063899026962015
D221-trn.arff,-0.2265008151563227,0.4566176989898189
D269-trn.arff,-0.1582211454006323,0.05430034100477743
D268-trn.arff,-0.24338687562328848,0.06088131993933447
D195-trn.arff,-0.0998710301760052,-0.04784764570306557
D194-trn.arff,-0.14984683437398458,0.024950976839885813
D72-trn.arff,0.017335994295266607,-0.14923696825250307
D107-trn.arff,-0.22347817947746673,-0.1842629540984771
D106-trn.arff,-0.2766240966717515,-0.10488268391292498
D73-trn.arff,0.07690737041293155,-0.0885678536678315
D1-trn.arff,0.14421209833348686,-0.22522217303440797
D134-trn.arff,-0.4305977559391587,0.0478638676254746
D41-trn.arff,-0.2657274414945225,-0.20661746316970558
D40-trn.arff,-0.26590416177672915,-0.21944509749177948
D135-trn.arff,-0.47837893603672205,0.05106629011001128
D213-trn.arff,0.23950100370273442,-0.03829672223996639
D212-trn.arff,0.24184984011117933,-0.03190452971038334
D281-trn.arff,0.28711403793451934,0.07378491203439538
D280-trn.arff,0.2863723592147713,0.07663926977901139
D198-trn.arff,0.35350253036583107,0.12357216200955726
D199-trn.arff,0.2389176526746603,0.07972285375998038
D264-trn.arff,-0.28342467925412407,0.07420119272081957
D265-trn.arff,-0.3040445496215286,0.08050119741866753
D36-trn.arff,-0.17039306232431603,-0.1740282545359112
D143-trn.arff,-0.38832550820098083,-0.09951171625634866
D142-trn.arff,-0.4035775836914584,-0.1137612781286615
D37-trn.arff,-0.17795874440236664,-0.16395888684086468
D177-trn.arff,-0.4022832836855759,0.04854708329530977
D176-trn.arff,0.3347602860311973,-0.015290088617098376
D219-trn.arff,-0.23904882337374356,0.43369713594998366
D218-trn.arff,-0.27602240627434,0.4318034646475327
D91-trn.arff,-0.39452238771974923,-0.12805907001870576
D250-trn.arff,0.388825232971446,0.052758156719301334
D251-trn.arff,0.3888211104418227,0.05340733991514731
D149-trn.arff,-0.336377722244159,-0.1419293470541131
D148-trn.arff,-0.25894015468615317,-0.15520913868740757
D227-trn.arff,-0.020801168180954573,0.301351271729624
D226-trn.arff,-0.21785394404951408,0.37007144134126774
D100-trn.arff,-0.3545825342708068,-0.1493967133608708
D75-trn.arff,-0.15333623526273907,-0.16318055492305628
D74-trn.arff,-0.17113457104658064,-0.2113218435387253
D101-trn.arff,-0.35247337254507627,-0.13155321796415984
D192-trn.arff,-0.05712825440549651,-0.031041677625065427
D193-trn.arff,-0.15159469242764417,-0.04191890757380897
D296-trn.arff,0.16512159696659678,-0.1912583925706571
D297-trn.arff,0.15133939422846163,-0.17310147081254512
D204-trn.arff,0.35151619396370454,0.0845528556999745
D205-trn.arff,0.39858181089593775,0.098753331009198
D123-trn.arff,0.19322198835321128,-0.06450199272631263
D57-trn.arff,-0.3726376056287309,-0.1631968524611343
D122-trn.arff,0.31242474125704084,-0.04696711737230131
D21-trn.arff,-0.007467010574045359,-0.23245934409118219
D154-trn.arff,-0.06529322528799612,-0.08341014086424545
D155-trn.arff,0.08405860546932872,0.040747355170528236
D20-trn.arff,-0.008063421777815247,-0.23018534136689617
D68-trn.arff,-0.23394027798480893,-0.2004020006614232
D69-trn.arff,-0.2716710203885894,-0.17838622686158398
D273-trn.arff,0.11745129213064898,0.049412768709617805
D272-trn.arff,0.11881772212402537,0.051336767168507054
D247-trn.arff,0.32010527163199065,0.07112822480193513
D246-trn.arff,0.1913911352313904,0.003680841827749709
D129-trn.arff,0.2697108342815053,-0.07631055053471487
D86-trn.arff,0.09719817328913152,-0.190634774657339
D15-trn.arff,-0.12858854248457488,-0.20167180252078926
D160-trn.arff,0.08024160526705006,-0.11072370459896227
D161-trn.arff,-0.14336234816716686,-0.04765284291190635
D14-trn.arff,-0.15383592001914595,-0.20029724225987924
D279-trn.arff,0.2875804947149114,0.07736676934874775
D278-trn.arff,0.3160474374628096,0.15856404757129094
D185-trn.arff,-0.4263563946724744,-0.09498852893786236
D184-trn.arff,-0.42617699279824806,-0.10416377731092236
D117-trn.arff,0.07723599909163596,-0.15109582838823923
D62-trn.arff,-0.3352673294403681,-0.16650359028133185
D63-trn.arff,-0.34720343072738485,-0.1913839273640218
D116-trn.arff,0.00899300175022794,-0.16978096619383265
D230-trn.arff,-0.009086323780524689,0.2923903498471194
D231-trn.arff,-0.23986225758611016,-0.0013015526147792146
